date,open_time,open,high,low,close,volume,close_time,quote_asset_volume,num_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
14/10/2019,1.57101E+12,0.00153154,0.00161371,0.00153033,0.00159176,4760998,1.5711E+12,7507.907554,9154,2273145,3583.400765,0
15/10/2019,1.5711E+12,0.00159291,0.00161186,0.00157073,0.00159804,3155582,1.57118E+12,5020.826142,8936,1397817,2226.60109,0
16/10/2019,1.57118E+12,0.00159988,0.00163511,0.0015929,0.00162484,2800586,1.57127E+12,4532.097933,9288,1362580,2205.756628,0
17/10/2019,1.57127E+12,0.00162357,0.00171174,0.00161616,0.00170219,4176318,1.57136E+12,6988.710167,11427,1876236,3144.785986,0
18/10/2019,1.57136E+12,0.00170032,0.00171017,0.00165137,0.00170024,2567018,1.57144E+12,4321.087007,7258,1280689,2156.213617,0
19/10/2019,1.57144E+12,0.00170261,0.00171808,0.00167334,0.00169498,3113288,1.57153E+12,5276.415688,5699,1369740,2325.629279,0
20/10/2019,1.57153E+12,0.00169599,0.00170148,0.00165405,0.00167628,2326979,1.57162E+12,3902.949373,6136,1061537,1781.810911,0
21/10/2019,1.57162E+12,0.00167866,0.00168981,0.00165,0.00167774,2215752,1.5717E+12,3695.720865,6034,975556,1630.252544,0
22/10/2019,1.5717E+12,0.00167708,0.00173562,0.00167387,0.00169393,2677689,1.57179E+12,4557.360806,6927,1069889,1824.500618,0
23/10/2019,1.57179E+12,0.00169666,0.00176067,0.001625,0.0016826,4640727,1.57188E+12,7856.958673,12404,2455133,4169.800467,0
24/10/2019,1.57188E+12,0.00168141,0.00173415,0.00166042,0.00172258,2538758,1.57196E+12,4301.295652,7739,1211683,2053.053439,0
25/10/2019,1.57196E+12,0.00171896,0.00172679,0.00161802,0.0016416,3790852,1.57205E+12,6321.660106,9883,1669995,2781.869778,0
26/10/2019,1.57205E+12,0.00164157,0.0016698,0.00156459,0.00163387,5398899,1.57213E+12,8694.23234,15768,2678422,4321.392686,0
27/10/2019,1.57213E+12,0.00163387,0.00169363,0.00158516,0.0016209,3269354,1.57222E+12,5311.971641,11743,1621168,2641.446579,0
28/10/2019,1.57222E+12,0.00162424,0.00164355,0.00160354,0.0016193,3346430,1.57231E+12,5440.800228,6533,1500355,2443.365638,0
29/10/2019,1.57231E+12,0.00161974,0.00164419,0.00155397,0.00158436,4441347,1.57239E+12,7119.695564,9505,2216002,3563.347206,0
30/10/2019,1.57239E+12,0.00158544,0.0016299,0.00157545,0.00160754,2214241,1.57248E+12,3555.224815,7535,1180318,1898.754711,0
31/10/2019,1.57248E+12,0.00160736,0.00163147,0.001599,0.00161667,1752549,1.57257E+12,2826.432981,5434,843246,1361.021154,0
